date,name,price,type
2022-08-27,青岛东方影都皇冠假日酒店,653.31,万州
2022-08-28,青岛威斯汀酒店;TheWestinQingdao,"1,345",万豪
2022-08-28,青岛瑞吉酒店;TheSt.RegisQingdao,"2,156",万豪
2022-08-28,青岛富力艾美酒店;LeMéridienQingdao,932,万豪
2022-08-28,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,781,万豪
2022-08-28,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,694,万豪
2022-08-28,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",615,万豪
2022-08-28,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,763,万豪
2022-08-28,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast","1,264",万豪
2022-08-28,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,503,万豪
2022-08-28,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,672,万豪
2022-08-28,青岛天一仁和智选假日酒店,338.49,万州
2022-08-28,青岛金水智选假日酒店,384.98,万州
2022-08-28,青岛金水皇冠假日酒店,637.43,万州
2022-08-28,青岛金水套房假日酒店,511.21,万州
2022-08-28,青岛国际院士港华邑酒店,624.12,万州
2022-08-28,青岛国际院士港voco酒店,0,万州
2022-08-28,青岛世园假日酒店,448.59,万州
2022-08-28,青岛国际创新园智选假日酒店,0,万州
2022-08-28,青岛中心假日酒店,690.00,万州
2022-08-28,青岛中心智选假日酒店,401.62,万州
2022-08-28,青岛颐中皇冠假日酒店,0,万州
2022-08-28,青岛海尔洲际酒店,980.00,万州
2022-08-28,青岛海泉湾皇冠假日度假酒店,458.01,万州
2022-08-28,青岛西海岸智选假日酒店,285.33,万州
2022-08-28,青岛东方影都皇冠假日酒店,598.14,万州
2022-08-29,青岛威斯汀酒店;TheWestinQingdao,"1,345",万豪
2022-08-29,青岛瑞吉酒店;TheSt.RegisQingdao,"1,372",万豪
2022-08-29,青岛富力艾美酒店;LeMéridienQingdao,965,万豪
2022-08-29,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,850,万豪
2022-08-29,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,645,万豪
2022-08-29,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",635,万豪
2022-08-29,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,763,万豪
2022-08-29,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast","1,244",万豪
2022-08-29,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,503,万豪
2022-08-29,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,682,万豪
2022-08-29,青岛天一仁和智选假日酒店,362.16,万州
2022-08-29,青岛金水智选假日酒店,384.98,万州
2022-08-29,青岛金水皇冠假日酒店,637.43,万州
2022-08-29,青岛金水套房假日酒店,511.21,万州
2022-08-29,青岛国际院士港华邑酒店,624.12,万州
2022-08-29,青岛国际院士港voco酒店,0,万州
2022-08-29,青岛世园假日酒店,448.59,万州
2022-08-29,青岛国际创新园智选假日酒店,0,万州
2022-08-29,青岛中心假日酒店,690.00,万州
2022-08-29,青岛中心智选假日酒店,401.62,万州
2022-08-29,青岛颐中皇冠假日酒店,629.32,万州
2022-08-29,青岛海尔洲际酒店,980.00,万州
2022-08-29,青岛海泉湾皇冠假日度假酒店,458.01,万州
2022-08-29,青岛西海岸智选假日酒店,285.33,万州
2022-08-29,青岛东方影都皇冠假日酒店,598.14,万州
2022-08-30,青岛威斯汀酒店;TheWestinQingdao,980,万豪
2022-08-30,青岛瑞吉酒店;TheSt.RegisQingdao,"1,960",万豪
2022-08-30,青岛富力艾美酒店;LeMéridienQingdao,867,万豪
2022-08-30,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,673,万豪
2022-08-30,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,547,万豪
2022-08-30,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",605,万豪
2022-08-30,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,763,万豪
2022-08-30,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast","1,303",万豪
2022-08-30,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,503,万豪
2022-08-30,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,702,万豪
2022-08-30,青岛天一仁和智选假日酒店,362.16,万州
2022-08-30,青岛金水智选假日酒店,384.98,万州
2022-08-30,青岛金水皇冠假日酒店,637.43,万州
2022-08-30,青岛金水套房假日酒店,511.21,万州
2022-08-30,青岛国际院士港华邑酒店,624.12,万州
2022-08-30,青岛国际院士港voco酒店,0,万州
2022-08-30,青岛世园假日酒店,478.08,万州
2022-08-30,青岛国际创新园智选假日酒店,0,万州
2022-08-30,青岛中心假日酒店,690.00,万州
2022-08-30,青岛中心智选假日酒店,401.62,万州
2022-08-30,青岛颐中皇冠假日酒店,629.32,万州
2022-08-30,青岛海尔洲际酒店,980.00,万州
2022-08-30,青岛海泉湾皇冠假日度假酒店,458.01,万州
2022-08-30,青岛西海岸智选假日酒店,285.33,万州
2022-08-30,青岛东方影都皇冠假日酒店,598.14,万州
2022-08-31,青岛威斯汀酒店;TheWestinQingdao,980,万豪
2022-08-31,青岛瑞吉酒店;TheSt.RegisQingdao,"1,960",万豪
2022-08-31,青岛富力艾美酒店;LeMéridienQingdao,834,万豪
2022-08-31,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,663,万豪
2022-08-31,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,527,万豪
2022-08-31,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",595,万豪
2022-08-31,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,763,万豪
2022-08-31,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast",721,万豪
2022-08-31,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,503,万豪
2022-08-31,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,635,万豪
2022-08-31,青岛天一仁和智选假日酒店,362.16,万州
2022-08-31,青岛金水智选假日酒店,384.98,万州
2022-08-31,青岛金水皇冠假日酒店,637.43,万州
2022-08-31,青岛金水套房假日酒店,511.21,万州
2022-08-31,青岛国际院士港华邑酒店,624.12,万州
2022-08-31,青岛国际院士港voco酒店,0,万州
2022-08-31,青岛世园假日酒店,478.08,万州
2022-08-31,青岛国际创新园智选假日酒店,0,万州
2022-08-31,青岛中心假日酒店,690.00,万州
2022-08-31,青岛中心智选假日酒店,401.62,万州
2022-08-31,青岛颐中皇冠假日酒店,629.32,万州
2022-08-31,青岛海尔洲际酒店,980.00,万州
2022-08-31,青岛海泉湾皇冠假日度假酒店,458.01,万州
2022-08-31,青岛西海岸智选假日酒店,285.33,万州
2022-08-31,青岛东方影都皇冠假日酒店,598.14,万州
2022-09-01,青岛威斯汀酒店;TheWestinQingdao,980,万豪
2022-09-01,青岛瑞吉酒店;TheSt.RegisQingdao,"1,960",万豪
2022-09-01,青岛富力艾美酒店;LeMéridienQingdao,932,万豪
2022-09-01,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,722,万豪
2022-09-01,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,517,万豪
2022-09-01,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",605,万豪
2022-09-01,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,763,万豪
2022-09-01,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast",721,万豪
2022-09-01,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,444,万豪
2022-09-01,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,845,万豪
2022-09-01,青岛天一仁和智选假日酒店,338.49,万州
2022-09-01,青岛金水智选假日酒店,342.61,万州
2022-09-01,青岛金水皇冠假日酒店,595.06,万州
2022-09-01,青岛金水套房假日酒店,468.83,万州
2022-09-01,青岛国际院士港华邑酒店,732.32,万州
2022-09-01,青岛国际院士港voco酒店,0,万州
2022-09-01,青岛世园假日酒店,478.08,万州
2022-09-01,青岛国际创新园智选假日酒店,0,万州
2022-09-01,青岛中心假日酒店,620.30,万州
2022-09-01,青岛中心智选假日酒店,401.62,万州
2022-09-01,青岛颐中皇冠假日酒店,629.32,万州
2022-09-01,青岛海尔洲际酒店,1108.60,万州
2022-09-01,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-01,青岛西海岸智选假日酒店,254.40,万州
2022-09-01,青岛东方影都皇冠假日酒店,763.65,万州
2022-09-02,青岛威斯汀酒店;TheWestinQingdao,"1,048",万豪
2022-09-02,青岛瑞吉酒店;TheSt.RegisQingdao,"1,960",万豪
2022-09-02,青岛富力艾美酒店;LeMéridienQingdao,776,万豪
2022-09-02,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,529,万豪
2022-09-02,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,445,万豪
2022-09-02,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",473,万豪
2022-09-02,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,779,万豪
2022-09-02,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast",699,万豪
2022-09-02,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,430,万豪
2022-09-02,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,728,万豪
2022-09-02,青岛天一仁和智选假日酒店,308.53,万州
2022-09-02,青岛金水智选假日酒店,342.61,万州
2022-09-02,青岛金水皇冠假日酒店,595.06,万州
2022-09-02,青岛金水套房假日酒店,468.83,万州
2022-09-02,青岛国际院士港华邑酒店,732.32,万州
2022-09-02,青岛国际院士港voco酒店,0,万州
2022-09-02,青岛世园假日酒店,493.18,万州
2022-09-02,青岛国际创新园智选假日酒店,0,万州
2022-09-02,青岛中心假日酒店,620.30,万州
2022-09-02,青岛中心智选假日酒店,401.62,万州
2022-09-02,青岛颐中皇冠假日酒店,629.32,万州
2022-09-02,青岛海尔洲际酒店,1205.00,万州
2022-09-02,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-02,青岛西海岸智选假日酒店,254.40,万州
2022-09-02,青岛东方影都皇冠假日酒店,763.65,万州
2022-09-03,青岛威斯汀酒店;TheWestinQingdao,950,万豪
2022-09-03,青岛瑞吉酒店;TheSt.RegisQingdao,"1,568",万豪
2022-09-03,青岛富力艾美酒店;LeMéridienQingdao,776,万豪
2022-09-03,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,567,万豪
2022-09-03,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,445,万豪
2022-09-03,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",473,万豪
2022-09-03,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,798,万豪
2022-09-03,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast",699,万豪
2022-09-03,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,430,万豪
2022-09-03,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,802,万豪
2022-09-03,青岛天一仁和智选假日酒店,308.53,万州
2022-09-03,青岛金水智选假日酒店,342.61,万州
2022-09-03,青岛金水皇冠假日酒店,595.06,万州
2022-09-03,青岛金水套房假日酒店,468.83,万州
2022-09-03,青岛国际院士港华邑酒店,732.32,万州
2022-09-03,青岛国际院士港voco酒店,0,万州
2022-09-03,青岛世园假日酒店,493.18,万州
2022-09-03,青岛国际创新园智选假日酒店,0,万州
2022-09-03,青岛中心假日酒店,620.30,万州
2022-09-03,青岛中心智选假日酒店,401.62,万州
2022-09-03,青岛颐中皇冠假日酒店,629.32,万州
2022-09-03,青岛海尔洲际酒店,1205.00,万州
2022-09-03,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-03,青岛西海岸智选假日酒店,254.40,万州
2022-09-03,青岛东方影都皇冠假日酒店,763.65,万州
2022-09-04,青岛威斯汀酒店;TheWestinQingdao,735,万豪
2022-09-04,青岛瑞吉酒店;TheSt.RegisQingdao,"1,274",万豪
2022-09-04,青岛富力艾美酒店;LeMéridienQingdao,703,万豪
2022-09-04,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,595,万豪
2022-09-04,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,478,万豪
2022-09-04,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",576,万豪
2022-09-04,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,911,万豪
2022-09-04,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast",721,万豪
2022-09-04,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,444,万豪
2022-09-04,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,731,万豪
2022-09-04,青岛天一仁和智选假日酒店,308.53,万州
2022-09-04,青岛金水智选假日酒店,342.61,万州
2022-09-04,青岛金水皇冠假日酒店,595.06,万州
2022-09-04,青岛金水套房假日酒店,468.83,万州
2022-09-04,青岛国际院士港华邑酒店,732.32,万州
2022-09-04,青岛国际院士港voco酒店,0,万州
2022-09-04,青岛世园假日酒店,440.97,万州
2022-09-04,青岛国际创新园智选假日酒店,0,万州
2022-09-04,青岛中心假日酒店,620.30,万州
2022-09-04,青岛中心智选假日酒店,401.62,万州
2022-09-04,青岛颐中皇冠假日酒店,629.32,万州
2022-09-04,青岛海尔洲际酒店,901.60,万州
2022-09-04,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-04,青岛西海岸智选假日酒店,254.40,万州
2022-09-04,青岛东方影都皇冠假日酒店,763.65,万州
2022-09-05,青岛威斯汀酒店;TheWestinQingdao,"1,303",万豪
2022-09-05,青岛瑞吉酒店;TheSt.RegisQingdao,"2,156",万豪
2022-09-05,青岛富力艾美酒店;LeMéridienQingdao,932,万豪
2022-09-05,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,801,万豪
2022-09-05,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,527,万豪
2022-09-05,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",625,万豪
2022-09-05,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,842,万豪
2022-09-05,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast","1,166",万豪
2022-09-05,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,444,万豪
2022-09-05,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,,万豪
2022-09-05,青岛天一仁和智选假日酒店,338.49,万州
2022-09-05,青岛金水智选假日酒店,342.61,万州
2022-09-05,青岛金水皇冠假日酒店,595.06,万州
2022-09-05,青岛金水套房假日酒店,468.83,万州
2022-09-05,青岛国际院士港华邑酒店,732.32,万州
2022-09-05,青岛国际院士港voco酒店,0,万州
2022-09-05,青岛世园假日酒店,440.97,万州
2022-09-05,青岛国际创新园智选假日酒店,0,万州
2022-09-05,青岛中心假日酒店,620.30,万州
2022-09-05,青岛中心智选假日酒店,401.62,万州
2022-09-05,青岛颐中皇冠假日酒店,629.32,万州
2022-09-05,青岛海尔洲际酒店,991.76,万州
2022-09-05,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-05,青岛西海岸智选假日酒店,254.40,万州
2022-09-05,青岛东方影都皇冠假日酒店,763.65,万州
2022-09-06,青岛威斯汀酒店;TheWestinQingdao,"1,303",万豪
2022-09-06,青岛瑞吉酒店;TheSt.RegisQingdao,"2,156",万豪
2022-09-06,青岛富力艾美酒店;LeMéridienQingdao,"1,030",万豪
2022-09-06,青岛李沧绿城喜来登酒店;SheratonQingdaoLicangHotel,899,万豪
2022-09-06,黄岛泰成喜来登酒店;SheratonHuangdaoHotel,557,万豪
2022-09-06,"青岛城阳宝龙福朋喜来登酒店;FourPointsbySheratonQingdao,Chengyang",880,万豪
2022-09-06,青岛西海岸隆和艾美度假酒店;LeMéridienQingdaoWestCoastResort,970,万豪
2022-09-06,"青岛西海岸隆和福朋喜来登酒店;FourPointsbySheratonQingdao,WestCoast","1,166",万豪
2022-09-06,青岛胶州绿城喜来登酒店;SheratonQingdaoJiaozhouHotel,444,万豪
2022-09-06,青岛西海岸威斯汀酒店;TheWestinQingdaoWestCoast,"2,544",万豪
2022-09-06,青岛天一仁和智选假日酒店,338.49,万州
2022-09-06,青岛金水智选假日酒店,342.61,万州
2022-09-06,青岛金水皇冠假日酒店,595.06,万州
2022-09-06,青岛金水套房假日酒店,468.83,万州
2022-09-06,青岛国际院士港华邑酒店,732.32,万州
2022-09-06,青岛国际院士港voco酒店,0,万州
2022-09-06,青岛世园假日酒店,478.08,万州
2022-09-06,青岛国际创新园智选假日酒店,0,万州
2022-09-06,青岛中心假日酒店,620.30,万州
2022-09-06,青岛中心智选假日酒店,401.62,万州
2022-09-06,青岛颐中皇冠假日酒店,629.32,万州
2022-09-06,青岛海尔洲际酒店,1108.60,万州
2022-09-06,青岛海泉湾皇冠假日度假酒店,647.35,万州
2022-09-06,青岛西海岸智选假日酒店,254.40,万州
2022-09-06,青岛东方影都皇冠假日酒店,763.65,万州
